,event,timestamp,user_id,request,movie_name,movie_rating,movie_year
306,"2022-10-18T05:17:01,76727,GET /rate/book+of+love+2004=3",2022-10-18T05:17:01,76727,GET /rate/book+of+love+2004=3,book+of+love+2004,3,2004
307,"2022-10-18T05:17:01,570640,GET /rate/the+godfather+1972=4",2022-10-18T05:17:01,570640,GET /rate/the+godfather+1972=4,the+godfather+1972,4,1972
308,"2022-10-18T05:17:01,540526,GET /rate/the+shawshank+redemption+1994=4",2022-10-18T05:17:01,540526,GET /rate/the+shawshank+redemption+1994=4,the+shawshank+redemption+1994,4,1994
309,"2022-10-18T05:17:01,69369,GET /rate/the+shawshank+redemption+1994=4",2022-10-18T05:17:01,69369,GET /rate/the+shawshank+redemption+1994=4,the+shawshank+redemption+1994,4,1994
310,"2022-10-18T05:17:01,569044,GET /rate/the+shawshank+redemption+1994=5",2022-10-18T05:17:01,569044,GET /rate/the+shawshank+redemption+1994=5,the+shawshank+redemption+1994,5,1994
311,"2022-10-18T05:17:01,425412,GET /rate/schindlers+list+1993=5",2022-10-18T05:17:01,425412,GET /rate/schindlers+list+1993=5,schindlers+list+1993,5,1993
312,"2022-10-18T05:17:02,203425,GET /rate/a+perfect+world+1993=4",2022-10-18T05:17:02,203425,GET /rate/a+perfect+world+1993=4,a+perfect+world+1993,4,1993
313,"2022-10-18T05:17:03,14357,GET /rate/schindlers+list+1993=4",2022-10-18T05:17:03,14357,GET /rate/schindlers+list+1993=4,schindlers+list+1993,4,1993
314,"2022-10-18T05:17:04,285502,GET /rate/schindlers+list+1993=5",2022-10-18T05:17:04,285502,GET /rate/schindlers+list+1993=5,schindlers+list+1993,5,1993
315,"2022-10-18T05:17:04,404996,GET /rate/coraline+2009=4",2022-10-18T05:17:04,404996,GET /rate/coraline+2009=4,coraline+2009,4,2009
316,"2022-10-18T05:17:05,582411,GET /rate/the+godfather+1972=4",2022-10-18T05:17:05,582411,GET /rate/the+godfather+1972=4,the+godfather+1972,4,1972
317,"2022-10-18T05:17:05,360158,GET /rate/the+drop+2014=4",2022-10-18T05:17:05,360158,GET /rate/the+drop+2014=4,the+drop+2014,4,2014
318,"2022-10-18T05:17:06,283350,GET /rate/the+shawshank+redemption+1994=4",2022-10-18T05:17:06,283350,GET /rate/the+shawshank+redemption+1994=4,the+shawshank+redemption+1994,4,1994
319,"2022-10-18T05:17:06,168609,GET /rate/the+shawshank+redemption+1994=5",2022-10-18T05:17:06,168609,GET /rate/the+shawshank+redemption+1994=5,the+shawshank+redemption+1994,5,1994
320,"2022-10-18T05:17:07,14020,GET /rate/the+godfather+1972=5",2022-10-18T05:17:07,14020,GET /rate/the+godfather+1972=5,the+godfather+1972,5,1972
321,"2022-10-18T05:17:08,218953,GET /rate/life+is+beautiful+1997=4",2022-10-18T05:17:08,218953,GET /rate/life+is+beautiful+1997=4,life+is+beautiful+1997,4,1997
322,"2022-10-18T05:17:08,136248,GET /rate/the+shawshank+redemption+1994=4",2022-10-18T05:17:08,136248,GET /rate/the+shawshank+redemption+1994=4,the+shawshank+redemption+1994,4,1994
323,"2022-10-18T05:17:08,183399,GET /rate/trust+2010=4",2022-10-18T05:17:08,183399,GET /rate/trust+2010=4,trust+2010,4,2010
324,"2022-10-18T05:17:08,20028,GET /rate/the+avengers+2012=4",2022-10-18T05:17:08,20028,GET /rate/the+avengers+2012=4,the+avengers+2012,4,2012
325,"2022-10-18T05:17:09,192094,GET /rate/schindlers+list+1993=5",2022-10-18T05:17:09,192094,GET /rate/schindlers+list+1993=5,schindlers+list+1993,5,1993
326,"2022-10-18T05:17:09,577092,GET /rate/life+is+beautiful+1997=5",2022-10-18T05:17:09,577092,GET /rate/life+is+beautiful+1997=5,life+is+beautiful+1997,5,1997
327,"2022-10-18T05:17:09,174612,GET /rate/schindlers+list+1993=3",2022-10-18T05:17:09,174612,GET /rate/schindlers+list+1993=3,schindlers+list+1993,3,1993
328,"2022-10-18T05:17:09,481275,GET /rate/the+joyriders+1999=2",2022-10-18T05:17:09,481275,GET /rate/the+joyriders+1999=2,the+joyriders+1999,2,1999
329,"2022-10-18T05:17:10,92116,GET /rate/the+shawshank+redemption+1994=5",2022-10-18T05:17:10,92116,GET /rate/the+shawshank+redemption+1994=5,the+shawshank+redemption+1994,5,1994
330,"2022-10-18T05:17:12,354460,GET /rate/schindlers+list+1993=4",2022-10-18T05:17:12,354460,GET /rate/schindlers+list+1993=4,schindlers+list+1993,4,1993
331,"2022-10-18T05:17:12,367598,GET /rate/priest+2011=3",2022-10-18T05:17:12,367598,GET /rate/priest+2011=3,priest+2011,3,2011
332,"2022-10-18T05:17:12,133514,GET /rate/the+shawshank+redemption+1994=5",2022-10-18T05:17:12,133514,GET /rate/the+shawshank+redemption+1994=5,the+shawshank+redemption+1994,5,1994
333,"2022-10-18T05:17:12,44895,GET /rate/the+usual+suspects+1995=4",2022-10-18T05:17:12,44895,GET /rate/the+usual+suspects+1995=4,the+usual+suspects+1995,4,1995
334,"2022-10-18T05:17:14,295581,GET /rate/the+godfather+1972=4",2022-10-18T05:17:14,295581,GET /rate/the+godfather+1972=4,the+godfather+1972,4,1972
335,"2022-10-18T05:17:14,375223,GET /rate/jnssonligan+p+mallorca+1989=4",2022-10-18T05:17:14,375223,GET /rate/jnssonligan+p+mallorca+1989=4,jnssonligan+p+mallorca+1989,4,1989
336,"2022-10-18T05:17:14,634316,GET /rate/crashing+2007=3",2022-10-18T05:17:14,634316,GET /rate/crashing+2007=3,crashing+2007,3,2007
337,"2022-10-18T05:17:14,314801,GET /rate/the+shawshank+redemption+1994=4",2022-10-18T05:17:14,314801,GET /rate/the+shawshank+redemption+1994=4,the+shawshank+redemption+1994,4,1994
338,"2022-10-18T05:17:15,392676,GET /rate/the+usual+suspects+1995=4",2022-10-18T05:17:15,392676,GET /rate/the+usual+suspects+1995=4,the+usual+suspects+1995,4,1995
339,"2022-10-18T05:17:15,75427,GET /rate/the+hurricane+express+1932=3",2022-10-18T05:17:15,75427,GET /rate/the+hurricane+express+1932=3,the+hurricane+express+1932,3,1932
340,"2022-10-18T05:17:15,324923,GET /rate/phil+ochs+there+but+for+fortune+2011=4",2022-10-18T05:17:15,324923,GET /rate/phil+ochs+there+but+for+fortune+2011=4,phil+ochs+there+but+for+fortune+2011,4,2011
341,"2022-10-18T05:17:16,539294,GET /rate/the+godfather+1972=5",2022-10-18T05:17:16,539294,GET /rate/the+godfather+1972=5,the+godfather+1972,5,1972
342,"2022-10-18T05:17:17,130261,GET /rate/the+shawshank+redemption+1994=5",2022-10-18T05:17:17,130261,GET /rate/the+shawshank+redemption+1994=5,the+shawshank+redemption+1994,5,1994
343,"2022-10-18T05:17:17,522760,GET /rate/ticker+2001=4",2022-10-18T05:17:17,522760,GET /rate/ticker+2001=4,ticker+2001,4,2001
344,"2022-10-18T05:17:18,314499,GET /rate/the+shawshank+redemption+1994=5",2022-10-18T05:17:18,314499,GET /rate/the+shawshank+redemption+1994=5,the+shawshank+redemption+1994,5,1994
345,"2022-10-18T05:26:03,235626,GET /rate/pulp+fiction+1994=4",2022-10-18T05:26:03,235626,GET /rate/pulp+fiction+1994=4,pulp+fiction+1994,4,1994
346,"2022-10-18T05:26:04,577284,GET /rate/fight+club+1999=5",2022-10-18T05:26:04,577284,GET /rate/fight+club+1999=5,fight+club+1999,5,1999
347,"2022-10-18T05:26:04,88091,GET /rate/schindlers+list+1993=3",2022-10-18T05:26:04,88091,GET /rate/schindlers+list+1993=3,schindlers+list+1993,3,1993
348,"2022-10-18T05:26:04,121893,GET /rate/fight+club+1999=5",2022-10-18T05:26:04,121893,GET /rate/fight+club+1999=5,fight+club+1999,5,1999
349,"2022-10-18T05:26:04,306026,GET /rate/the+usual+suspects+1995=5",2022-10-18T05:26:04,306026,GET /rate/the+usual+suspects+1995=5,the+usual+suspects+1995,5,1995
350,"2022-10-18T05:26:05,118061,GET /rate/the+river+1997=3",2022-10-18T05:26:05,118061,GET /rate/the+river+1997=3,the+river+1997,3,1997
351,"2022-10-18T05:26:05,147622,GET /rate/the+usual+suspects+1995=5",2022-10-18T05:26:05,147622,GET /rate/the+usual+suspects+1995=5,the+usual+suspects+1995,5,1995
352,"2022-10-18T05:26:05,240795,GET /rate/spirited+away+2001=5",2022-10-18T05:26:05,240795,GET /rate/spirited+away+2001=5,spirited+away+2001,5,2001
353,"2022-10-18T05:26:06,599640,GET /rate/the+usual+suspects+1995=5",2022-10-18T05:26:06,599640,GET /rate/the+usual+suspects+1995=5,the+usual+suspects+1995,5,1995
354,"2022-10-18T05:26:08,97002,GET /rate/x-men+days+of+future+past+2014=4",2022-10-18T05:26:08,97002,GET /rate/x-men+days+of+future+past+2014=4,x-men+days+of+future+past+2014,4,2014
355,"2022-10-18T05:26:08,548873,GET /rate/spirited+away+2001=5",2022-10-18T05:26:08,548873,GET /rate/spirited+away+2001=5,spirited+away+2001,5,2001
356,"2022-10-18T05:26:08,647738,GET /rate/fight+club+1999=4",2022-10-18T05:26:08,647738,GET /rate/fight+club+1999=4,fight+club+1999,4,1999
357,"2022-10-18T05:26:09,90346,GET /rate/spirited+away+2001=4",2022-10-18T05:26:09,90346,GET /rate/spirited+away+2001=4,spirited+away+2001,4,2001
358,"2022-10-18T05:26:09,447413,GET /rate/four+sons+1928=4",2022-10-18T05:26:09,447413,GET /rate/four+sons+1928=4,four+sons+1928,4,1928
359,"2022-10-18T05:26:09,402327,GET /rate/the+shawshank+redemption+1994=5",2022-10-18T05:26:09,402327,GET /rate/the+shawshank+redemption+1994=5,the+shawshank+redemption+1994,5,1994
360,"2022-10-18T05:26:11,603690,GET /rate/the+godfather+1972=3",2022-10-18T05:26:11,603690,GET /rate/the+godfather+1972=3,the+godfather+1972,3,1972
361,"2022-10-18T05:26:11,640195,GET /rate/inception+2010=4",2022-10-18T05:26:11,640195,GET /rate/inception+2010=4,inception+2010,4,2010
362,"2022-10-18T05:26:12,298721,GET /rate/fight+club+1999=4",2022-10-18T05:26:12,298721,GET /rate/fight+club+1999=4,fight+club+1999,4,1999
363,"2022-10-18T05:26:12,583158,GET /rate/schindlers+list+1993=5",2022-10-18T05:26:12,583158,GET /rate/schindlers+list+1993=5,schindlers+list+1993,5,1993
364,"2022-10-18T05:26:12,101188,GET /rate/the+incredibles+2004=2",2022-10-18T05:26:12,101188,GET /rate/the+incredibles+2004=2,the+incredibles+2004,2,2004
365,"2022-10-18T05:26:14,246144,GET /rate/the+skin+i+live+in+2011=3",2022-10-18T05:26:14,246144,GET /rate/the+skin+i+live+in+2011=3,the+skin+i+live+in+2011,3,2011
366,"2022-10-18T05:26:14,376755,GET /rate/harry+potter+and+the+prisoner+of+azkaban+2004=4",2022-10-18T05:26:14,376755,GET /rate/harry+potter+and+the+prisoner+of+azkaban+2004=4,harry+potter+and+the+prisoner+of+azkaban+2004,4,2004
367,"2022-10-18T05:26:15,305271,GET /rate/schindlers+list+1993=4",2022-10-18T05:26:15,305271,GET /rate/schindlers+list+1993=4,schindlers+list+1993,4,1993
368,"2022-10-18T05:26:15,425242,GET /rate/schindlers+list+1993=5",2022-10-18T05:26:15,425242,GET /rate/schindlers+list+1993=5,schindlers+list+1993,5,1993
369,"2022-10-18T05:26:15,334516,GET /rate/the+usual+suspects+1995=4",2022-10-18T05:26:15,334516,GET /rate/the+usual+suspects+1995=4,the+usual+suspects+1995,4,1995
370,"2022-10-18T05:26:15,598603,GET /rate/inception+2010=5",2022-10-18T05:26:15,598603,GET /rate/inception+2010=5,inception+2010,5,2010
371,"2022-10-18T05:26:16,317366,GET /rate/shanghai+dreams+2005=3",2022-10-18T05:26:16,317366,GET /rate/shanghai+dreams+2005=3,shanghai+dreams+2005,3,2005
372,"2022-10-18T05:26:17,628901,GET /rate/fight+club+1999=3",2022-10-18T05:26:17,628901,GET /rate/fight+club+1999=3,fight+club+1999,3,1999
373,"2022-10-18T05:26:17,107290,GET /rate/the+shawshank+redemption+1994=4",2022-10-18T05:26:17,107290,GET /rate/the+shawshank+redemption+1994=4,the+shawshank+redemption+1994,4,1994
374,"2022-10-18T05:26:17,23185,GET /rate/schindlers+list+1993=4",2022-10-18T05:26:17,23185,GET /rate/schindlers+list+1993=4,schindlers+list+1993,4,1993
375,"2022-10-18T05:26:17,647580,GET /rate/the+usual+suspects+1995=5",2022-10-18T05:26:17,647580,GET /rate/the+usual+suspects+1995=5,the+usual+suspects+1995,5,1995
376,"2022-10-18T05:26:18,579439,GET /rate/the+shawshank+redemption+1994=4",2022-10-18T05:26:18,579439,GET /rate/the+shawshank+redemption+1994=4,the+shawshank+redemption+1994,4,1994
377,"2022-10-18T05:26:18,273900,GET /rate/amlie+2001=4",2022-10-18T05:26:18,273900,GET /rate/amlie+2001=4,amlie+2001,4,2001
378,"2022-10-18T05:26:19,218260,GET /rate/the+usual+suspects+1995=4",2022-10-18T05:26:19,218260,GET /rate/the+usual+suspects+1995=4,the+usual+suspects+1995,4,1995
379,"2022-10-18T05:26:19,247701,GET /rate/chesty+a+tribute+to+a+legend+1976=3",2022-10-18T05:26:19,247701,GET /rate/chesty+a+tribute+to+a+legend+1976=3,chesty+a+tribute+to+a+legend+1976,3,1976
380,"2022-10-18T05:26:21,389854,GET /rate/the+shawshank+redemption+1994=4",2022-10-18T05:26:21,389854,GET /rate/the+shawshank+redemption+1994=4,the+shawshank+redemption+1994,4,1994
381,"2022-10-18T05:26:22,159213,GET /rate/life+is+beautiful+1997=5",2022-10-18T05:26:22,159213,GET /rate/life+is+beautiful+1997=5,life+is+beautiful+1997,5,1997
382,"2022-10-18T05:26:23,541829,GET /rate/a+new+leaf+1971=3",2022-10-18T05:26:23,541829,GET /rate/a+new+leaf+1971=3,a+new+leaf+1971,3,1971
383,"2022-10-18T05:26:23,580685,GET /rate/the+shawshank+redemption+1994=5",2022-10-18T05:26:23,580685,GET /rate/the+shawshank+redemption+1994=5,the+shawshank+redemption+1994,5,1994
384,"2022-10-18T05:26:24,582135,GET /rate/sorry_+haters+2005=5",2022-10-18T05:26:24,582135,GET /rate/sorry_+haters+2005=5,sorry_+haters+2005,5,2005
385,"2022-10-18T05:26:24,449155,GET /rate/the+shawshank+redemption+1994=4",2022-10-18T05:26:24,449155,GET /rate/the+shawshank+redemption+1994=4,the+shawshank+redemption+1994,4,1994
386,"2022-10-18T05:26:25,342753,GET /rate/jesus+camp+2006=4",2022-10-18T05:26:25,342753,GET /rate/jesus+camp+2006=4,jesus+camp+2006,4,2006
387,"2022-10-18T05:26:26,629599,GET /rate/schindlers+list+1993=5",2022-10-18T05:26:26,629599,GET /rate/schindlers+list+1993=5,schindlers+list+1993,5,1993
388,"2022-10-18T05:26:26,265889,GET /rate/the+shawshank+redemption+1994=5",2022-10-18T05:26:26,265889,GET /rate/the+shawshank+redemption+1994=5,the+shawshank+redemption+1994,5,1994
389,"2022-10-18T05:17:19,243252,GET /rate/the+lord+of+the+rings+the+fellowship+of+the+ring+2001=4",2022-10-18T05:17:19,243252,GET /rate/the+lord+of+the+rings+the+fellowship+of+the+ring+2001=4,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,4,2001
390,"2022-10-18T05:17:19,424887,GET /rate/the+godfather+1972=4",2022-10-18T05:17:19,424887,GET /rate/the+godfather+1972=4,the+godfather+1972,4,1972
391,"2022-10-18T05:17:20,552002,GET /rate/john+rabe+2009=3",2022-10-18T05:17:20,552002,GET /rate/john+rabe+2009=3,john+rabe+2009,3,2009
392,"2022-10-18T05:17:20,127473,GET /rate/the+usual+suspects+1995=4",2022-10-18T05:17:20,127473,GET /rate/the+usual+suspects+1995=4,the+usual+suspects+1995,4,1995
393,"2022-10-18T05:17:22,340837,GET /rate/spirited+away+2001=5",2022-10-18T05:17:22,340837,GET /rate/spirited+away+2001=5,spirited+away+2001,5,2001
394,"2022-10-18T05:17:22,119638,GET /rate/leon+the+professional+1994=4",2022-10-18T05:17:22,119638,GET /rate/leon+the+professional+1994=4,leon+the+professional+1994,4,1994
395,"2022-10-18T05:17:22,594116,GET /rate/schindlers+list+1993=5",2022-10-18T05:17:22,594116,GET /rate/schindlers+list+1993=5,schindlers+list+1993,5,1993
396,"2022-10-18T05:17:23,23627,GET /rate/the+shawshank+redemption+1994=4",2022-10-18T05:17:23,23627,GET /rate/the+shawshank+redemption+1994=4,the+shawshank+redemption+1994,4,1994
397,"2022-10-18T05:17:23,54145,GET /rate/schindlers+list+1993=4",2022-10-18T05:17:23,54145,GET /rate/schindlers+list+1993=4,schindlers+list+1993,4,1993
398,"2022-10-18T05:17:23,408071,GET /rate/the+shawshank+redemption+1994=5",2022-10-18T05:17:23,408071,GET /rate/the+shawshank+redemption+1994=5,the+shawshank+redemption+1994,5,1994
399,"2022-10-18T05:17:23,484842,GET /rate/black+2005=4",2022-10-18T05:17:23,484842,GET /rate/black+2005=4,black+2005,4,2005
400,"2022-10-18T05:17:23,310883,GET /rate/spirited+away+2001=4",2022-10-18T05:17:23,310883,GET /rate/spirited+away+2001=4,spirited+away+2001,4,2001
401,"2022-10-18T05:17:23,491317,GET /rate/the+shawshank+redemption+1994=4",2022-10-18T05:17:23,491317,GET /rate/the+shawshank+redemption+1994=4,the+shawshank+redemption+1994,4,1994
402,"2022-10-18T05:17:24,635260,GET /rate/schindlers+list+1993=5",2022-10-18T05:17:24,635260,GET /rate/schindlers+list+1993=5,schindlers+list+1993,5,1993
403,"2022-10-18T05:17:24,262623,GET /rate/the+frightened+city+1961=4",2022-10-18T05:17:24,262623,GET /rate/the+frightened+city+1961=4,the+frightened+city+1961,4,1961
404,"2022-10-18T05:17:25,145277,GET /rate/men+in+black+1997=3",2022-10-18T05:17:25,145277,GET /rate/men+in+black+1997=3,men+in+black+1997,3,1997
405,"2022-10-18T05:17:25,276205,GET /rate/senna+2010=3",2022-10-18T05:17:25,276205,GET /rate/senna+2010=3,senna+2010,3,2010
406,"2022-10-18T05:17:26,497740,GET /rate/schindlers+list+1993=5",2022-10-18T05:17:26,497740,GET /rate/schindlers+list+1993=5,schindlers+list+1993,5,1993
407,"2022-10-18T05:17:26,334101,GET /rate/the+shawshank+redemption+1994=5",2022-10-18T05:17:26,334101,GET /rate/the+shawshank+redemption+1994=5,the+shawshank+redemption+1994,5,1994
408,"2022-10-18T05:17:26,472639,GET /rate/nausica+of+the+valley+of+the+wind+1984=4",2022-10-18T05:17:26,472639,GET /rate/nausica+of+the+valley+of+the+wind+1984=4,nausica+of+the+valley+of+the+wind+1984,4,1984
409,"2022-10-18T05:17:26,348076,GET /rate/tom+at+the+farm+2014=5",2022-10-18T05:17:26,348076,GET /rate/tom+at+the+farm+2014=5,tom+at+the+farm+2014,5,2014
410,"2022-10-18T05:17:27,500571,GET /rate/the+shawshank+redemption+1994=5",2022-10-18T05:17:27,500571,GET /rate/the+shawshank+redemption+1994=5,the+shawshank+redemption+1994,5,1994
411,"2022-10-18T05:17:27,470640,GET /rate/the+usual+suspects+1995=5",2022-10-18T05:17:27,470640,GET /rate/the+usual+suspects+1995=5,the+usual+suspects+1995,5,1995
412,"2022-10-18T05:17:27,538355,GET /rate/the+shawshank+redemption+1994=5",2022-10-18T05:17:27,538355,GET /rate/the+shawshank+redemption+1994=5,the+shawshank+redemption+1994,5,1994
413,"2022-10-18T05:17:28,307266,GET /rate/the+shawshank+redemption+1994=4",2022-10-18T05:17:28,307266,GET /rate/the+shawshank+redemption+1994=4,the+shawshank+redemption+1994,4,1994
414,"2022-10-18T05:17:29,628274,GET /rate/schindlers+list+1993=5",2022-10-18T05:17:29,628274,GET /rate/schindlers+list+1993=5,schindlers+list+1993,5,1993
415,"2022-10-18T05:17:29,127126,GET /rate/the+court+jester+1955=4",2022-10-18T05:17:29,127126,GET /rate/the+court+jester+1955=4,the+court+jester+1955,4,1955
416,"2022-10-18T05:17:30,314135,GET /rate/the+shawshank+redemption+1994=4",2022-10-18T05:17:30,314135,GET /rate/the+shawshank+redemption+1994=4,the+shawshank+redemption+1994,4,1994
417,"2022-10-18T05:17:30,428751,GET /rate/spirited+away+2001=4",2022-10-18T05:17:30,428751,GET /rate/spirited+away+2001=4,spirited+away+2001,4,2001
418,"2022-10-18T05:17:31,577336,GET /rate/schindlers+list+1993=2",2022-10-18T05:17:31,577336,GET /rate/schindlers+list+1993=2,schindlers+list+1993,2,1993
419,"2022-10-18T05:17:33,231308,GET /rate/the+godfather+1972=5",2022-10-18T05:17:33,231308,GET /rate/the+godfather+1972=5,the+godfather+1972,5,1972
420,"2022-10-18T05:17:34,237748,GET /rate/the+goonies+1985=4",2022-10-18T05:17:34,237748,GET /rate/the+goonies+1985=4,the+goonies+1985,4,1985
421,"2022-10-18T05:17:34,413337,GET /rate/the+usual+suspects+1995=5",2022-10-18T05:17:34,413337,GET /rate/the+usual+suspects+1995=5,the+usual+suspects+1995,5,1995
422,"2022-10-18T05:17:35,388068,GET /rate/the+shawshank+redemption+1994=4",2022-10-18T05:17:35,388068,GET /rate/the+shawshank+redemption+1994=4,the+shawshank+redemption+1994,4,1994
423,"2022-10-18T05:17:35,50977,GET /rate/the+ambassador+2011=4",2022-10-18T05:17:35,50977,GET /rate/the+ambassador+2011=4,the+ambassador+2011,4,2011
424,"2022-10-18T05:17:36,180941,GET /rate/raiders+of+the+lost+ark+1981=4",2022-10-18T05:17:36,180941,GET /rate/raiders+of+the+lost+ark+1981=4,raiders+of+the+lost+ark+1981,4,1981
425,"2022-10-18T05:17:37,309360,GET /rate/city+of+god+2002=4",2022-10-18T05:17:37,309360,GET /rate/city+of+god+2002=4,city+of+god+2002,4,2002
426,"2022-10-18T05:17:37,241878,GET /rate/fight+club+1999=3",2022-10-18T05:17:37,241878,GET /rate/fight+club+1999=3,fight+club+1999,3,1999
427,"2022-10-18T05:17:38,570647,GET /rate/the+usual+suspects+1995=3",2022-10-18T05:17:38,570647,GET /rate/the+usual+suspects+1995=3,the+usual+suspects+1995,3,1995
428,"2022-10-18T05:17:39,5182,GET /rate/stargate+1994=4",2022-10-18T05:17:39,5182,GET /rate/stargate+1994=4,stargate+1994,4,1994
429,"2022-10-18T05:17:40,236957,GET /rate/the+shawshank+redemption+1994=4",2022-10-18T05:17:40,236957,GET /rate/the+shawshank+redemption+1994=4,the+shawshank+redemption+1994,4,1994
430,"2022-10-18T05:17:40,327880,GET /rate/the+shawshank+redemption+1994=4",2022-10-18T05:17:40,327880,GET /rate/the+shawshank+redemption+1994=4,the+shawshank+redemption+1994,4,1994
431,"2022-10-18T05:17:41,7674,GET /rate/schindlers+list+1993=5",2022-10-18T05:17:41,7674,GET /rate/schindlers+list+1993=5,schindlers+list+1993,5,1993
432,"2022-10-18T05:17:42,382208,GET /rate/charlie+chan+in+egypt+1935=5",2022-10-18T05:17:42,382208,GET /rate/charlie+chan+in+egypt+1935=5,charlie+chan+in+egypt+1935,5,1935
433,"2022-10-18T05:17:42,266661,GET /rate/the+godfather+1972=4",2022-10-18T05:17:42,266661,GET /rate/the+godfather+1972=4,the+godfather+1972,4,1972
434,"2022-10-18T05:17:43,281556,GET /rate/the+roaring+twenties+1939=5",2022-10-18T05:17:43,281556,GET /rate/the+roaring+twenties+1939=5,the+roaring+twenties+1939,5,1939
435,"2022-10-18T05:17:43,281203,GET /rate/schindlers+list+1993=3",2022-10-18T05:17:43,281203,GET /rate/schindlers+list+1993=3,schindlers+list+1993,3,1993
436,"2022-10-18T05:26:27,555732,GET /rate/the+shawshank+redemption+1994=5",2022-10-18T05:26:27,555732,GET /rate/the+shawshank+redemption+1994=5,the+shawshank+redemption+1994,5,1994
437,"2022-10-18T05:26:28,326087,GET /rate/the+usual+suspects+1995=5",2022-10-18T05:26:28,326087,GET /rate/the+usual+suspects+1995=5,the+usual+suspects+1995,5,1995
438,"2022-10-18T05:26:29,156234,GET /rate/fullmetal+alchemist+the+movie+conqueror+of+shamballa+2005=4",2022-10-18T05:26:29,156234,GET /rate/fullmetal+alchemist+the+movie+conqueror+of+shamballa+2005=4,fullmetal+alchemist+the+movie+conqueror+of+shamballa+2005,4,2005
439,"2022-10-18T05:26:29,191784,GET /rate/the+usual+suspects+1995=5",2022-10-18T05:26:29,191784,GET /rate/the+usual+suspects+1995=5,the+usual+suspects+1995,5,1995
440,"2022-10-18T05:26:29,8377,GET /rate/the+shawshank+redemption+1994=4",2022-10-18T05:26:29,8377,GET /rate/the+shawshank+redemption+1994=4,the+shawshank+redemption+1994,4,1994
441,"2022-10-18T05:26:30,348298,GET /rate/schindlers+list+1993=4",2022-10-18T05:26:30,348298,GET /rate/schindlers+list+1993=4,schindlers+list+1993,4,1993
442,"2022-10-18T05:26:30,369475,GET /rate/apollo+13+1995=5",2022-10-18T05:26:30,369475,GET /rate/apollo+13+1995=5,apollo+13+1995,5,1995
443,"2022-10-18T05:26:30,484242,GET /rate/the+shawshank+redemption+1994=5",2022-10-18T05:26:30,484242,GET /rate/the+shawshank+redemption+1994=5,the+shawshank+redemption+1994,5,1994
444,"2022-10-18T05:26:31,82422,GET /rate/schindlers+list+1993=4",2022-10-18T05:26:31,82422,GET /rate/schindlers+list+1993=4,schindlers+list+1993,4,1993
445,"2022-10-18T05:26:31,96641,GET /rate/the+godfather+1972=5",2022-10-18T05:26:31,96641,GET /rate/the+godfather+1972=5,the+godfather+1972,5,1972
446,"2022-10-18T05:26:32,248039,GET /rate/the+shawshank+redemption+1994=5",2022-10-18T05:26:32,248039,GET /rate/the+shawshank+redemption+1994=5,the+shawshank+redemption+1994,5,1994
447,"2022-10-18T05:26:33,223873,GET /rate/batman+begins+2005=5",2022-10-18T05:26:33,223873,GET /rate/batman+begins+2005=5,batman+begins+2005,5,2005
448,"2022-10-18T05:26:34,576474,GET /rate/harry+potter+and+the+half-blood+prince+2009=5",2022-10-18T05:26:34,576474,GET /rate/harry+potter+and+the+half-blood+prince+2009=5,harry+potter+and+the+half-blood+prince+2009,5,2009
449,"2022-10-18T05:26:34,576525,GET /rate/the+shawshank+redemption+1994=4",2022-10-18T05:26:34,576525,GET /rate/the+shawshank+redemption+1994=4,the+shawshank+redemption+1994,4,1994
450,"2022-10-18T05:26:35,475917,GET /rate/fight+club+1999=5",2022-10-18T05:26:35,475917,GET /rate/fight+club+1999=5,fight+club+1999,5,1999
451,"2022-10-18T05:26:35,243907,GET /rate/the+shawshank+redemption+1994=4",2022-10-18T05:26:35,243907,GET /rate/the+shawshank+redemption+1994=4,the+shawshank+redemption+1994,4,1994
452,"2022-10-18T05:26:35,36545,GET /rate/the+shawshank+redemption+1994=5",2022-10-18T05:26:35,36545,GET /rate/the+shawshank+redemption+1994=5,the+shawshank+redemption+1994,5,1994
453,"2022-10-18T05:26:36,514781,GET /rate/spirited+away+2001=4",2022-10-18T05:26:36,514781,GET /rate/spirited+away+2001=4,spirited+away+2001,4,2001
454,"2022-10-18T05:26:37,170455,GET /rate/the+happiness+of+the+katakuris+2001=3",2022-10-18T05:26:37,170455,GET /rate/the+happiness+of+the+katakuris+2001=3,the+happiness+of+the+katakuris+2001,3,2001
455,"2022-10-18T05:26:37,40971,GET /rate/plastic+paradise+the+great+pacific+garbage+patch+2013=4",2022-10-18T05:26:37,40971,GET /rate/plastic+paradise+the+great+pacific+garbage+patch+2013=4,plastic+paradise+the+great+pacific+garbage+patch+2013,4,2013
456,"2022-10-18T05:26:37,286069,GET /rate/oldboy+2003=5",2022-10-18T05:26:37,286069,GET /rate/oldboy+2003=5,oldboy+2003,5,2003
457,"2022-10-18T05:26:37,408373,GET /rate/spirited+away+2001=5",2022-10-18T05:26:37,408373,GET /rate/spirited+away+2001=5,spirited+away+2001,5,2001
458,"2022-10-18T05:26:38,615709,GET /rate/the+shawshank+redemption+1994=5",2022-10-18T05:26:38,615709,GET /rate/the+shawshank+redemption+1994=5,the+shawshank+redemption+1994,5,1994
